"DocCat","DocSoort","Pad","Filenaam","Referentie","Datum"
"Werk","Bevestiging","Werk\2012\WRK-CRH-Internetvergoeding(10-2012).pdf","WRK-CRH-Internetvergoeding(10-2012)","CRH - Internetnet vergoeding","2012-10-30"
"IT-Alg","Factuur","IT-Alg\2012\Fin-Factuur-Dell-(12-2012)Laptop Pappe.pdf","Fin-Factuur-Dell-(12-2012)Laptop Pappe","Dell Inspiron 5720 (Pappe)","2012-12-03"
"Verzekering","Overzicht","Verzekering\2012\Gez-DeFriesland-EigenRisico2012(22-12-2012).pdf","Gez-DeFriesland-EigenRisico2012(22-12-2012)","De Fiesland - Eigen risico 2012","2012-06-22"
"Software","Bevestiging","Software\2010\Comp-Licentie-Vista-Home-Fokke2010.pdf","Comp-Licentie-Vista-Home-Fokke2010","Vista Hone Fokke 2010","2010-01-01"
"Software","Bevestiging","Software\2010\Comp-Licentie-Windows7-Home-Willy.pdf","Comp-Licentie-Windows7-Home-Willy","Windows 7 Home 32bit Willy","2010-11-29"
"Fokke","Salaris","Fokke\2013\Fin-Salaris-FE-(Jan2013).pdf","Fin-Salaris-FE-(Jan2013)","Alber Heijn Castelijn Giekerk","2013-01-01"
"Pensioen","Brief","Pensioen\2013\WRK-CRH-PensioenBericht(Jan-2013).pdf","WRK-CRH-PensioenBericht(Jan-2013)","CRH Pensioenbericht ","2013-01-01"
"Gezondheid","Factuur","Gezondheid\2012\Gez-Tandarts-Kelbik(dec-2012).pdf","Gez-Tandarts-Kelbik(dec-2012)","Tandarts Kelbrick ","2012-12-13"
"Werk","Overzicht","Werk\2013\Fin-Jaaropgaaf2012(GdH-WhJ)(Jan-2013).pdf","Fin-Jaaropgaaf2012(GdH-WhJ)(Jan-2013)","CRH Jaaropgave 2012","2013-01-01"
"Sparen","Brief","Sparen\2012\Fin-Levensloop(12-2012)Aegon-(EindeVerlofSparen).pdf","Fin-Levensloop(12-2012)Aegon-(EindeVerlofSparen)","Aegon - Levensloop - Eindeverlofsparen","2012-12-24"
"Elektronica","Factuur","Elektronica\2013\Fakt-Elek-EZTronics-(02-02-2013).pdf","Fakt-Elek-EZTronics-(02-02-2013)","EZTronics DCF77 INA219 USB-ISS MCP4725 BMP085","2013-02-02"
"Werk","Folder","Werk\2013\Wrk-Deloitte-MasterClass-Luisteren!.pdf","Wrk-Deloitte-MasterClass-Luisteren!","Deloitte Masterclass Sheatsheet Luisteren","2013-02-08"
"Nuts","Factuur","Nuts\2013\Nuts-Eneco-JaarAfrekening2012.pdf","Nuts-Eneco-JaarAfrekening2012","Eneco  Jaarafrekening 2012","2013-01-31"
"Hypotheek","Overzicht","Hypotheek\2013\Hyp-JaarOpgave-Bel2012(02-2013).pdf","Hyp-JaarOpgave-Bel2012(02-2013)","Woonfonds - Jaaropgave 2012","2013-02-01"
"Gezondheid","Factuur","Gezondheid\2012\Gez-Aarts(18-9-2012).pdf","Gez-Aarts(18-9-2012)","Aarts Consult","2012-09-18"
"Gezondheid","Factuur","Gezondheid\2012\Gez-Aarts(14-11-2012).pdf","Gez-Aarts(14-11-2012)","Aarts - Consult","2012-11-14"
"Sparen","Brief","Sparen\2013\Fin-SNS-nationaliseren(1-2-2013).pdf","Fin-SNS-nationaliseren(1-2-2013)","SNS Nationaliseren","2013-02-01"
"Hypotheek","Overzicht","Hypotheek\2012\Fin-Achmea-Hyp-JaarOverzicht(2012).pdf","Fin-Achmea-Hyp-JaarOverzicht(2012)","Achmea - 129030 - 20K Verbouwing","2012-02-01"
"Elektronica","Gebruiksaanwijzing","Elektronica\2013\Elek-DCF1-Handleiding.pdf","Elek-DCF1-Handleiding","DCF1 (EZTronics)","2013-02-02"
"Sparen","Overzicht","Sparen\2013\Fin-ING-BelegginsResultaat2012.pdf","Fin-ING-BelegginsResultaat2012","ING - Jaaroverzicht beleggen 2012","2013-01-01"
"Verzekering","Factuur","Verzekering\2013\Fin-Auto-Verzekering(90-PV-DJ)2013.pdf","Fin-Auto-Verzekering(90-PV-DJ)2013","Unive - 900PV-DJ Verzekering 2013","2013-03-01"
"Elektronica","Factuur","Elektronica\2013\Elek-DickBestBestelling(02-2013).pdf","Elek-DickBestBestelling(02-2013)","EOO - ATTINY85 - Encoder ","2013-02-17"
"Elektronica","Factuur","Elektronica\2013\Fakt-Elek-Ebay-ACPSURPLUS(2708Eprom).pdf","Fakt-Elek-Ebay-ACPSURPLUS(2708Eprom)","Ebay - ACPSURPLUS - 2708 EProm","2013-12-02"
"Belastingen","Factuur","Belastingen\2013\LG73-WOZ-Waarde(2013)(28-02-2013).pdf","LG73-WOZ-Waarde(2013)(28-02-2013)","Gem Tytsjerksteradiel WOZ Waarde","2013-02-28"
"Gezondheid","Factuur","Gezondheid\2013\Gez-AartsConsult(13-3-2014).pdf","Gez-AartsConsult(13-3-2014)","Aarts Consult","2013-03-13"
"Sparen","Overzicht","Sparen\2013\FIN-BeleggingsVerzekering-30250983-(16-03-2013).pdf","FIN-BeleggingsVerzekering-30250983-(16-03-2013)","NN - 30250983 - Overzicht 2012","2013-03-16"
"Werk","Salaris","Werk\2013\CRH-Bonus2012.pdf","CRH-Bonus2012","CRH Bonus 2012","2013-03-01"
"Sparen","Overzicht","Sparen\2013\FIn-JaarOverzichtBeleggingsverzekering30001025.pdf","FIn-JaarOverzichtBeleggingsverzekering30001025","NN 30500215 Waarde over 2012","2013-02-08"
"Sparen","Brief","Sparen\2013\Fin-ING-InternetNaarOranjeRekening(03-2013).pdf","Fin-ING-InternetNaarOranjeRekening(03-2013)","ING - Internetrekening wordt Oranje rekening","2013-03-19"
"Hypotheek","Overzicht","Hypotheek\2013\FIn-HYP-OverzichtSpaarHypotheek2012+NieuweRegels.pdf","FIn-HYP-OverzichtSpaarHypotheek2012+NieuweRegels","FBTO - 776262001 - Waarde per 1-1-2012","2013-02-06"
"Sparen","Overzicht","Sparen\2013\FIn-ASR-D5150731-FiscaleOpgave2012.pdf","FIn-ASR-D5150731-FiscaleOpgave2012","ASR - D5150731 - Fiscale opgave 2012","2013-02-01"
"LG73","Factuur","LG73\2013\FAK-Muurbeugels.pdf","FAK-Muurbeugels","Muurbeugels.net Muurbeugel studeerkamer","2013-03-23"
"Willy","Factuur","Willy\2013\Squad.pdf","Squad","EventKompas - Quad event voor mijn verjaardag","2013-05-02"
"Elektronica","Pakbon","Elektronica\2013\Elek-EBay-(6-4-2013)ACS712.pdf","Elek-EBay-(6-4-2013)ACS712","EBay - ACS712","2013-04-06"
"Elektronica","Gebruiksaanwijzing","Elektronica\2013\Elek-DCF77 Module(2013).pdf","Elek-DCF77 Module(2013)","DCF1 - EZTronics","2013-02-02"
"Fokke","Bevestiging","Fokke\2012\FokkeDeHaan(Rijbewijs)2013.pdf","FokkeDeHaan(Rijbewijs)2013","Rijbewijs","2012-06-13"
"Sparen","Overzicht","Sparen\2013\Fin-BeleggingsVerzekering(30500215)Overzicht(04-2013).pdf","Fin-BeleggingsVerzekering(30500215)Overzicht(04-2013)","NN - 300500215 - Jaaroverzicht 2012","2013-04-06"
"Sparen","Overzicht","Sparen\2013\Fin-ABC-Spaarsplan(5150731)Overzicht(04-2013).pdf","Fin-ABC-Spaarsplan(5150731)Overzicht(04-2013)","ASR - 5150731 - Jaaroverzicht 2012","2013-04-01"
"Fokke","Bevestiging","Fokke\2011\FokkeDeHaan(PasPoort)2013.pdf","FokkeDeHaan(PasPoort)2013","Paspoort - tot 24-2-2016","2011-02-24"
"Verzekering","Brief","Verzekering\2013\FIN-FBTO-Rechtsbijstand(verlenging+AssBelasting)12-4-2013.pdf","FIN-FBTO-Rechtsbijstand(verlenging+AssBelasting)12-4-2013","FBTO - rechtsbijstand verlenging Assurantiebelasting","2013-04-12"
"Hardware","Factuur","Hardware\2013\FIN-Dell-Laptop(Inspirion-5521)FdH(25-4-2013).pdf","FIN-Dell-Laptop(Inspirion-5521)FdH(25-4-2013)","Dell Inspirion-5521 Fokke","2013-04-25"
"Nuts","Brief","Nuts\2013\NUTS-UPC-OpzeggingsBevestiging(14-5-2013).pdf","NUTS-UPC-OpzeggingsBevestiging(14-5-2013)","UPC - Bevestiging opzegging","2013-05-14"
"Werk","Brief","Werk\2013\CRH-BonusDoelstellingen-2013.pdf","CRH-BonusDoelstellingen-2013","CRH - Bonusdoelstellingen","2013-05-01"
"Software","Bevestiging","Software\2013\IT-Win8-Licenties-Factuur(05-2013).pdf","IT-Win8-Licenties-Factuur(05-2013)","Windows8 - Licentie + Factuur","2013-05-01"
"Geert","Artikel","Geert\2013\LC-EerdeBeulakker(24-5-2013).pdf","LC-EerdeBeulakker(24-5-2013)","LC - Eerde Beulakker (Hoe hoger en kouder, hoe liever)","2013-05-24"
"Elektronica","Factuur","Elektronica\2013\Elec-Conrad-Ez430-chronos(20-5-2013).pdf","Elec-Conrad-Ez430-chronos(20-5-2013)","COnrad - EZ430 Chronos","2013-05-20"
"Pensioen","Brief","Pensioen\2013\WRK-CRH-Pensioen(Juni2013).pdf","WRK-CRH-Pensioen(Juni2013)","CRH - Penaioenmaatregelen","2013-05-01"
"Belastingen","Bevestiging","Belastingen\2013\Fin-Belasting-Aanslag2012(WHJ).pdf","Fin-Belasting-Aanslag2012(WHJ)","Aanslag 2012 Willy","2013-06-07"
"Elektronica","Factuur","Elektronica\2013\Elek-Elektor-Fakt-2013.pdf","Elek-Elektor-Fakt-2013","Elektor - lidmaatschap 2013","2013-06-10"
"Elektronica","Pakbon","Elektronica\2013\Elek-Mouser-FRDM-KL25Z(26-4-2013).pdf","Elek-Mouser-FRDM-KL25Z(26-4-2013)","Mouser KL25Z LPCXpresso + kit","2013-04-26"
"Verzekering","Brief","Verzekering\2013\Admin-AxentOverzicht2013.pdf","Admin-AxentOverzicht2013","Axent - Uitvaartverzekering 2013","2013-05-18"
"Nuts","Factuur","Nuts\2013\NUTS-Nuon-EindAfrekening(04-2012=04-2013).pdf","NUTS-Nuon-EindAfrekening(04-2012=04-2013)","Nuon - Eindafrekening (04-2012 / 04-2013","2013-06-04"
